inst,bag,case,label,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,feat100,feat101,feat102,feat103,feat104,feat105,feat106,feat107,feat108,feat109,feat110,feat111,feat112,feat113,feat114,feat115,feat116,feat117,feat118,feat119,feat120,feat121,feat122,feat123,feat124,feat125,feat126,feat127,feat128,feat129,feat130,feat131,feat132,feat133,feat134,feat135,feat136,feat137,feat138,feat139,feat140,feat141,feat142,feat143,feat144,feat145,feat146,feat147,feat148,feat149,feat150,feat151,feat152,feat153,feat154,feat155,feat156,feat157,feat158,feat159,feat160,feat161,feat162,feat163,feat164,feat165,feat166,feat167,feat168,feat169,feat170,feat171,feat172,feat173,feat174,feat175,feat176,feat177,feat178,feat179,feat180,feat181,feat182,feat183,feat184,feat185,feat186,feat187,feat188,feat189,feat190,feat191,feat192,feat193,feat194,feat195,feat196,feat197,feat198,feat199,feat200,feat201,feat202,feat203,feat204,feat205,feat206,feat207,feat208,feat209,feat210,feat211,feat212,feat213,feat214,feat215,feat216,feat217,feat218,feat219,feat220,feat221,feat222,feat223,feat224,feat225,feat226,feat227,feat228,feat229,feat230,feat231,feat232,feat233,feat234,feat235,feat236,feat237,feat238,feat239,feat240,feat241,feat242,feat243,feat244,feat245,feat246,feat247,feat248,feat249,feat250,feat251,feat252,feat253,feat254,feat255,feat256,feat257,feat258,feat259,feat260,feat261,feat262,feat263,feat264,feat265,feat266,feat267,feat268,feat269,feat270,feat271,feat272,feat273,feat274,feat275,feat276,feat277,feat278,feat279,feat280,feat281,feat282,feat283,feat284,feat285,feat286,feat287,feat288,feat289,feat290,feat291,feat292,feat293,feat294,feat295,feat296,feat297,feat298,feat299,feat300,feat301,feat302,feat303,feat304,feat305,feat306,feat307,feat308,feat309,feat310,feat311,feat312,feat313,feat314,feat315
11_S_3_2.jpeg,2,2,CTR,0.70403,0.38459,0.093196,71535,1233.4,218.5,0.25422,0.73057,0.26883,0.87687,0.62411,0.64389,0.061428,64957,2029.9,159.5,0.19241,0.78012,0.29532,0.90693,0.53732,0.36155,68.868,16545,243.31,147,0.46342,0.87173,0.11405,0.81678,141.15,251.83,380.26,73.018,192.7,279.81,12.008,182,267.59,425.09,48.434,234.55,306.09,10.953,155.11,257.04,393.81,64.658,208.76,281.31,25.936,157210,32,58,68,62892,3457,81,20,33,22,3.2616,13.001,2.8284,12.369,1905.8,152,48534,157.14,19,33916,13939,8745,4658,2347,1225,810,397,245,101,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24421,18545,10112,6912,5956,2754,2145,1247,641,343,148,62,29,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4470,3769,2463,1963,1870,930,623,300,117,36,4,0,0,0,0,0,0,0,0,0,3859,9586,14145,18637,23391,27829,32050,27691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75706,0.62371,0.78724,0.076434,0.085177,0.071411,0.88091,0.8189,0.89176,0.075919,0.10172,0.076482,0.56467,0.4945,0.64053,0.17055,0.17905,0.1517,2647,10904,2994,0,0,0,0,0,0,0,0,13395,38395,21543,0,0,0,0,0,0,0,0,15355,40806,11175,0,0,0,0,0,0,0,0,703,724,1503,695,602,478,1012,665,1278,962,641,315,485,189,826,1195,1025,1017,1018,1212,64.906,90.891,104.7,116.4,133.83,151.14,159.96,170.52,181.69,195.46,53.511,76.855,98.51,114.77,130.36,144.54,158.76,173.26,184.42,195.46,58.459,85.856,108,126.17,140.38,153.28,165.31,175.58,187.24,195.46
11_S_3_3.jpeg,2,2,CTR,0.75173,0.35179,0.017168,93415,973.07,129,0.22629,0.7891,0.25036,0.88942,0.69675,0.4814,0.0084719,180000,5294.1,108,0.16415,0.76253,0.35973,0.91998,0.50515,0.40727,63.692,5382,207,17,0.28327,0.88418,0.15979,0.87208,203.1,344.67,536.23,99.233,267.88,434.13,13.119,256.39,366.54,589.76,49.775,324.21,436.09,13.001,228.2,354.98,564.7,81.404,275.88,393.22,46.68,284800,34,96,26,110340,39247,34078,20,48,29,4.0703,14.515,3.6056,14.213,2298.7,230,88449,1353.3,32,46369,23502,18805,14506,11272,9377,8715,7033,6688,5564,5084,4353,4348,3415,2866,2323,1963,1531,1268,909,817,664,535,457,392,259,236,171,121,84,36,0,0,0,0,0,0,0,0,0,30224,21870,11957,8710,8316,4310,3603,2475,1537,1171,792,637,453,314,263,197,175,134,101,73,57,36,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,1221,772,620,609,300,161,72,29,19,3,0,0,0,0,0,0,0,0,0,5660,12136,17825,22490,26516,30506,34615,38486,42794,46961,6771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72037,0.59148,0.75749,0.082433,0.096734,0.074933,0.87631,0.81073,0.88764,0.072069,0.088074,0.069228,0.63058,0.57352,0.70109,0.13876,0.14262,0.12221,441,843,3862,236,0,0,0,0,0,0,0,1164,20475,60091,15698,0,0,0,0,0,0,0,29792,72894,64850,14459,0,0,0,0,0,0,0,36,436,34,355,7,616,943,650,297,135,480,184,77,0,342,0,38,325,30,397,92.959,109.6,139.24,173.24,182.56,190.97,199.25,211.77,220.2,254.97,54.439,80.973,104.49,127.62,147.75,166.61,187.03,213.59,238.88,254.97,123.01,154.85,178.48,193.97,204.97,214.49,224.35,233.5,243.44,254.97
11_S_3_4.jpeg,2,2,CTR,0.75985,0.29931,0.037238,50394,969.12,154.5,0.25531,0.77301,0.23328,0.87637,0.72312,0.39743,0.0051746,76321,8480.1,125,0.12889,0.80587,0.39126,0.93726,0.25084,0.61008,57.522,3522,153.13,2,0.40006,0.83853,0.15598,0.828,150.18,240.24,386.85,57.449,194.34,294.42,12.948,189.41,263.32,422.61,55.318,191.7,308.47,19.122,147.87,239.51,380.95,55.938,191.96,260.93,34.95,132850,9,52,23,53585,18200,6226,20,9,16,4.4047,14.242,4,13.928,5953.9,125,52696,1137.5,31,19157,11699,10660,8228,5945,4750,4166,3241,2743,1949,1455,951,829,626,555,389,278,223,152,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11022,8056,4620,3649,3946,2374,2394,2038,1651,1503,1162,1220,1142,922,799,699,685,609,544,456,455,375,327,306,294,282,229,195,168,109,93,63,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,983,535,351,267,99,57,4,0,0,0,0,0,0,0,0,0,0,0,0,5070,11410,16533,21049,25784,30016,22953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72432,0.5937,0.75858,0.087308,0.098423,0.078558,0.91493,0.87815,0.92518,0.075208,0.10072,0.072517,0.53415,0.46072,0.61031,0.1497,0.14446,0.126,752,2407,363,0,0,0,0,0,0,0,0,16824,17323,15695,2599,0,0,0,0,0,0,0,13821,47036,14637,1397,0,0,0,0,0,0,0,288,0,0,0,107,262,139,204,107,492,297,346,342,118,27,170,0,450,126,47,49.89,87.096,97.056,128.44,139.17,143.54,155.78,163.25,166.25,168.25,49.917,71.136,88.793,103.03,115.02,126.25,137.67,149.22,159.2,168.25,41.334,62.304,80.153,96.248,112.24,126.06,137.47,148.15,158.48,168.25
11_S_3_5.jpeg,2,2,CTR,0.70663,0.35458,0.10845,78701,1430.9,202,0.26477,0.71832,0.26939,0.8721,0.64166,0.47143,0.16204,58707,1151.1,109,0.18492,0.7957,0.29148,0.91018,0.49503,0.37062,61.716,17783,202.08,96,0.49549,0.87335,0.099762,0.80523,142.15,254.61,380.33,74.369,191.45,298.95,14.841,173.98,265.53,418.7,58.131,228.18,308.84,11.147,160.43,260.83,401.46,65.347,199.09,301.5,20.629,159130,51,55,88,58945,977,0,15,51,18,3.077,11.333,2.2361,11.18,1155.8,109,48175,54.278,27,33376,13149,7909,3547,1330,531,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23455,17932,10388,7503,7057,3745,3230,2346,1526,1124,623,468,324,211,162,133,113,93,71,36,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5222,4254,2582,2007,1831,857,581,299,107,34,8,1,0,0,0,0,0,0,0,0,3707,9001,14042,18584,22769,26954,31068,32972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74537,0.61285,0.77856,0.079954,0.086428,0.073101,0.87618,0.81294,0.88919,0.077106,0.10157,0.075169,0.57326,0.49898,0.6485,0.18009,0.1841,0.15589,3366,12038,2379,0,0,0,0,0,0,0,0,14495,43541,22533,0,0,0,0,0,0,0,0,13536,36460,10780,0,0,0,0,0,0,0,0,411,3,984,1700,557,810,1310,2305,1806,2205,504,397,819,1018,348,121,368,1313,71,733,53.037,84.817,103.07,116.03,128.71,149.57,165.56,180.86,190.71,199.56,54.989,80.562,99.147,115.71,133.44,148.08,161.66,175.07,188.52,199.56,62.337,88.267,110.56,128.56,142.3,155.92,167.91,178.72,189.56,199.56
11_S_3_6.jpeg,2,2,CTR,0.7508,0.32562,0.043928,140910,1515.2,129,0.21209,0.7876,0.2693,0.89619,0.64165,0.63004,0.056535,174270,6454.4,176,0.16908,0.7797,0.32953,0.9184,0.37572,0.53506,65.431,15538,215.81,16,0.32857,0.83936,0.16233,0.84814,247.73,403.95,663.75,99.987,324.67,555.49,13.855,302.15,435.06,714.95,83.586,305.72,535.73,12.51,256.67,408.28,659.89,90.104,334.88,542.07,36.335,336710,27,93,72,121940,40810,14068,20,30,36,4.3282,14.157,4,13.892,4064.8,209.5,109570,1133.6,28,45674,26068,22968,18030,13796,11140,9593,7003,5691,4443,3847,2995,2354,1482,1002,416,244,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28752,22584,14041,11078,11716,7065,7019,6025,4790,4288,3249,3209,2870,2287,2032,1711,1629,1374,1177,1017,1055,833,686,656,590,555,415,360,319,227,190,140,122,100,76,52,26,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4435,3724,2372,1857,1582,767,478,234,69,20,0,0,0,0,0,0,0,0,0,0,4483,12563,20760,30468,36333,40851,45763,51094,55487,38872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71122,0.57284,0.74693,0.079956,0.092349,0.073273,0.88369,0.82748,0.8965,0.078883,0.099215,0.075293,0.58547,0.51838,0.66417,0.12417,0.13028,0.1137,2702,4509,3813,3423,742,349,0,0,0,0,0,3587,29979,49425,33423,23065,4850,0,0,0,0,0,25108,59724,51806,18265,9077,12862,0,0,0,0,0,619,2031,931,740,1209,1600,1072,930,130,0,217,7,0,0,440,1668,1538,1173,887,346,58.876,73.396,101.43,119.36,140.98,160.82,196.44,223.82,234.72,242.82,61.747,90.704,113.43,133.82,156.82,181.82,203.03,217.14,229.82,242.82,91.227,119.5,141.7,158.21,171.38,183.82,195.52,209.11,227.27,242.82
11_S_3_7.jpeg,2,2,CTR,0.71788,0.37475,0.057609,147410,1281.8,115,0.24676,0.76819,0.24988,0.8815,0.66293,0.57113,0.040737,172410,4926,75,0.19418,0.751,0.32147,0.9076,0.34361,0.57945,62.91,12926,192.93,99,0.36132,0.85734,0.13925,0.84167,241.17,405.77,653.59,109.84,327.98,560.45,12.554,296.03,431.34,716.06,80.74,294.03,535.25,12.153,248.76,403.24,653.23,89.757,322.61,584.14,38.51,340470,35,115,67,126650,36757,12671,20,37,38,4.1462,14.214,3.6056,13.892,3423,82,106550,967.29,35.5,51018,27303,22970,17060,12622,9870,8306,6146,5524,4292,3492,2424,1762,1006,650,476,375,308,258,172,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33765,25382,14884,11638,12413,7273,7116,6065,4815,4343,3204,3213,2841,2299,2052,1674,1587,1290,1041,868,883,666,534,420,371,285,218,180,160,131,101,81,70,69,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3894,3198,1938,1477,1198,504,334,193,92,62,28,8,0,0,0,0,0,0,0,0,4717,11311,17611,23526,34282,39167,43573,49641,54558,59022,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70671,0.56873,0.74316,0.086053,0.096378,0.079312,0.88093,0.82142,0.89376,0.082514,0.098865,0.079146,0.58588,0.51999,0.66457,0.14331,0.14617,0.12855,1861,4050,4185,1844,345,641,0,0,0,0,0,4626,29538,53204,33479,24643,6483,0,0,0,0,0,24910,60624,51785,18822,7459,11971,0,0,0,0,0,1080,734,2149,626,1158,799,0,1247,333,209,167,219,25,0,358,1167,1744,112,656,143,67.912,90.64,114.99,138.53,158.65,178.87,196.62,232.51,244.29,252.51,62.704,94.191,118.06,139.15,163.26,187.48,209.77,225.51,240.05,252.51,105.48,132.47,153.08,169.12,183.5,196.57,208.33,222.12,237.23,252.51
13_S_170019134-3_0.jpeg,3,3,CTR,0.79029,0.21903,0.1056,391020,1862,415,0.2627,0.76301,0.23762,0.87267,0.61814,1.0301,0.1333,334190,11140,173.5,0.10235,0.78822,0.57885,0.94906,0.32765,0.60926,85.802,102120,397.37,27,0.2532,0.83914,0.22781,0.87612,296.24,568.59,828.98,209.59,405.79,626.15,18.176,328.03,579.56,864.52,184.01,448.98,623.24,16.436,300.77,570.12,834.31,207.36,413.5,609.49,32.29,835190,30,210,257,298050,35445,3317,20,32,141,3.942,13.236,3.1623,12.649,9314.2,148.5,255750,251.38,33,123880,70092,55498,34666,20233,12486,8137,4522,2894,1638,961,611,461,327,253,136,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60647,49632,30972,26245,30702,18922,19478,17261,13795,12197,9840,10442,9951,8186,7221,6449,6327,5519,4712,4122,4263,3471,3296,3222,3167,2872,2344,2202,2250,1912,1842,1590,1461,1385,1155,1149,973,891,689,548,472,387,361,248,131,67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,23311,20564,13773,11744,12692,7057,6089,3667,1857,905,293,132,33,8,0,0,0,0,0,0,4935,11296,15921,20400,24803,28957,33003,37057,41046,45043,49138,53110,56921,61254,65118,69177,73323,77603,67039,0,0,0,0,0,0.68304,0.53753,0.71937,0.087421,0.097807,0.073053,0.90534,0.861,0.91686,0.042506,0.056452,0.040724,0.61668,0.53328,0.69734,0.10775,0.11248,0.088102,6477,19625,23332,30591,18977,3123,0,0,0,0,0,9698,27846,60062,81072,169210,47088,0,0,0,0,0,15222,46741,73674,108260,74024,20157,0,0,0,0,0,2630,4093,4085,4896,3455,6002,6297,5949,5625,3898,4720,7186,7431,3418,3098,6105,7016,6371,5621,4229,91.113,139.55,197.38,233.36,262.52,296.56,325.72,358.03,409.23,471.8,119.73,173.46,222.29,263.77,298.19,327.96,354.46,384.8,453.15,471.8,169.14,237.21,289.63,338.8,376.15,399.9,417.8,432.98,447.31,471.8
13_S_170019134-3_1.jpeg,3,3,CTR,0.77647,0.25078,0.089888,279410,2635.9,373,0.23635,0.78903,0.2527,0.88473,0.69811,0.41007,0.15619,223440,7447.9,174.5,0.075911,0.80085,0.64627,0.96215,0.28127,0.63767,81.173,49675,373.5,6,0.23846,0.82225,0.25437,0.88251,278.05,481.74,732.76,139.14,333.75,555.14,16.686,305.83,493.68,757.95,127.38,401.11,552.52,17.714,271.87,481.63,726.31,149.75,349.33,525.8,35.96,556980,30,106,133,179960,39782,5938,20,30,68,4.301,13.779,4,13.153,5998.8,174.5,157490,585.03,106.5,65779,40398,36420,25753,17235,12185,9042,6053,4845,3044,1898,1159,725,406,274,188,142,97,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31881,25912,16569,14377,17075,10889,11459,10105,8203,7651,6419,7086,6863,5985,5516,5240,5430,5001,4688,4254,4756,3927,3796,3921,3826,3690,2921,2663,2855,2432,2551,2159,2148,2044,1682,1780,1504,1536,1294,1162,1320,1174,1251,1091,1057,1085,1012,1031,907,929,775,695,731,639,719,592,560,500,466,2621,10916,9579,6474,5455,5981,3397,3176,2052,1349,765,325,168,29,9,0,0,0,0,0,0,10376,15451,20062,24767,29611,34196,38446,42519,46611,50625,54745,58939,63116,67365,0,0,0,0,0,0,0,0,0,0,0.68255,0.538,0.71892,0.089062,0.10057,0.073643,0.90787,0.86663,0.91944,0.036776,0.04827,0.034201,0.60366,0.52592,0.69121,0.10032,0.10316,0.081645,3544,13229,14230,12631,5830,211,0,0,0,0,0,9663,39419,75486,90937,63358,3542,0,0,0,0,0,18190,41564,67142,69560,27905,539,0,0,0,0,0,1358,2072,3296,1949,5096,2730,3477,4699,4654,2709,2797,5051,3497,1841,664,1049,264,425,1097,950,66.31,86.356,119.97,151.51,185.23,215.7,245.4,276.2,320.77,351.01,69.45,108.11,136.78,167.91,198,223.51,251.79,280.98,327.95,351.01,135.75,182.09,217.66,246.65,270.27,288.77,304.25,318.77,332.91,351.01
13_S_170019134-3_10.jpeg,3,3,CTR,0.7838,0.21885,0.098091,367030,1542.1,279,0.27238,0.74347,0.24339,0.86858,0.60201,0.63584,0.22643,381520,8872.5,149,0.10602,0.76896,0.58664,0.94813,0.3244,0.62618,85.205,106840,391.34,442,0.26907,0.80509,0.24341,0.87068,343.83,596.74,894.03,181.2,451.02,665.29,14.39,400.25,619.93,951.3,131.91,523.35,678.71,16.916,332.78,592.37,883.04,187.02,446.66,632.5,31.847,866720,43,238,273,325290,55087,6000,20,45,149,4.134,13.397,3.6056,12.806,7228.7,149,155830,369.71,36,128180,72982,61400,43396,28375,18531,12882,7714,4996,2946,1945,1150,773,399,340,230,101,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64928,49555,29295,23607,26154,15973,16426,14254,11449,10312,8338,8807,7994,6413,5669,5177,5351,4865,4358,3992,4279,3448,3258,3252,3259,2966,2363,2147,2217,1936,2013,1792,1733,1745,1445,1476,1329,1383,1202,1062,1115,958,918,763,632,581,495,438,347,274,198,155,144,108,100,62,47,31,10,0,24345,21447,14425,12256,12940,7438,6340,3926,2106,1005,366,173,55,13,2,0,0,0,0,0,4855,9835,14601,19439,24278,28771,32943,37107,41166,45288,49416,53605,57807,61873,65955,70057,74180,78396,82393,14713,0,0,0,0,0.70116,0.56332,0.7358,0.085997,0.097502,0.074129,0.92569,0.89092,0.93367,0.053924,0.07214,0.050789,0.63027,0.5615,0.71238,0.10108,0.10675,0.083081,5316,17639,19531,27588,29319,7104,340,0,0,0,0,10404,27425,55456,88805,128180,49938,14387,0,0,0,0,15677,49148,82081,103540,92203,36455,6189,0,0,0,0,4059,6661,8797,6292,2869,3816,3675,5960,3196,4113,6230,4741,5029,5556,5772,5383,8226,4604,6018,5840,111.78,166.42,209.14,262.35,306.16,335.22,369.17,411.31,458.23,480.49,129.97,183.19,229.31,265.48,298.13,330.74,366.49,413.39,457.44,480.49,174.34,242.76,303.21,346.55,375.01,396.49,417.04,436.14,453.49,480.49
13_S_170019134-3_11.jpeg,3,3,CTR,0.78464,0.24367,0.081721,589170,3202,303.5,0.23176,0.76716,0.27267,0.8871,0.66472,0.53265,0.11574,412620,12136,93,0.079013,0.79671,0.64812,0.96071,0.25205,0.67087,87.147,112060,422.88,158,0.23288,0.8299,0.24876,0.88611,461.1,716.11,1079.9,176.4,486.87,900.74,17.565,421.35,694.88,1049.8,194.26,515.84,731.46,16.604,425.6,697.45,1047.7,184.16,513.88,810.57,33.009,1122600,34,184,265,328950,74358,12230,20,38,135,4.264,13.759,4,13.038,8656.5,116,302400,550.8,34,122420,74265,64123,46366,31863,23053,17448,11533,8561,5645,3913,2464,1543,756,546,362,239,164,124,85,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55712,46124,29935,25957,31110,20538,22242,20651,17364,16361,13610,14642,14092,11776,10915,10121,10593,9854,9038,8343,8837,7328,6910,6863,6765,6430,5366,5054,5395,4747,4930,4161,4082,3987,3359,3537,3125,3423,2988,2708,3053,2793,2950,2644,2613,2683,2564,2641,2402,2541,2290,2076,2187,1919,2155,1822,1841,1748,1775,50400,24497,21585,14614,12719,13530,7742,6872,4514,2758,1680,746,499,207,85,14,0,0,0,0,0,4741,11533,16471,21056,25520,29765,33927,38170,42330,46506,50731,54772,58884,63099,67078,71216,75351,79366,83441,87838,92128,68654,0,0,0.68716,0.54187,0.7232,0.082032,0.093742,0.069256,0.90866,0.86828,0.92032,0.037785,0.049197,0.035265,0.60898,0.52403,0.68864,0.10202,0.10328,0.079583,4982,15813,10735,19671,29497,20344,7820,3200,0,0,0,8765,31795,84899,126260,117700,125280,70922,28448,0,0,0,17650,46604,61434,73231,78741,60322,55546,22949,0,0,0,3214,3470,4421,3462,1730,3021,968,549,2125,1740,2444,4430,5654,11302,8526,11920,14223,10596,7875,10392,126.96,183.67,230.14,265.35,302.61,340,381,443.76,519,544,125.87,181.2,226.47,267.96,313.78,362.89,408.48,459.09,522.91,544,210.88,298.87,347.7,384.44,417.72,445.15,470.33,493,513.22,544
13_S_170019134-3_12.jpeg,3,3,CTR,0.79687,0.24786,0.057148,343540,3180.9,362.5,0.24062,0.78072,0.24821,0.88287,0.69255,0.62206,0.076206,231410,4821.1,102.5,0.10534,0.80487,0.54955,0.9476,0.26373,0.66693,84.876,51195,396.86,4,0.23156,0.79954,0.2755,0.88696,270.38,503.94,752.07,165.42,348.6,610.61,16.919,317.23,518.32,797.56,128.36,419.47,599.65,15.466,280.91,509.56,764.22,160.13,385.82,579.56,38.551,632440,48,108,129,196840,33057,3204,20,48,93,4.1442,13.466,3.6056,13,4100.8,102.5,175190,355.45,56,76503,44954,37785,26138,16650,11107,7607,4687,3188,1882,1138,680,474,208,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38284,32270,21328,18758,22850,15183,16263,15113,12844,12322,10292,11159,10892,9253,8670,7950,8101,7330,6499,5816,6066,4965,4551,4455,4361,3984,3168,2729,2676,2199,2090,1643,1521,1510,1192,1158,1016,943,719,542,485,385,380,328,300,278,252,232,209,188,142,101,72,51,46,22,3,0,0,0,11166,9897,6818,5929,6105,3618,3105,2168,1260,715,251,132,29,2,0,0,0,0,0,0,6775,13427,19169,24512,28955,33157,37289,41364,45623,49518,53474,57697,61469,65679,70484,23730,0,0,0,0,0,0,0,0,0.68074,0.53714,0.71904,0.085375,0.098558,0.073022,0.90401,0.85999,0.91574,0.046322,0.058632,0.042428,0.602,0.52005,0.68582,0.095664,0.094254,0.074015,4678,12623,14858,9931,8669,436,0,0,0,0,0,7304,35759,81647,131120,88041,2267,0,0,0,0,0,19415,45830,60563,60497,46336,2461,0,0,0,0,0,1893,2345,3092,3278,3807,2796,2624,1976,2231,3749,1413,3700,2903,5423,4520,1027,212,317,1367,2522,69.875,101.58,125.6,149.04,170.71,202,251.56,330.04,369.08,384.36,79.896,117.32,151.29,184.34,217.12,252,288.28,334.37,374.18,384.36,153.33,204.29,236.16,263.53,286.31,307.71,325.05,341.08,356.51,384.36
13_S_170019134-3_13.jpeg,3,3,CTR,0.76979,0.25401,0.10548,346260,3644.9,410,0.24253,0.77726,0.24336,0.88135,0.70175,0.55652,0.07557,208970,4353.5,98,0.11225,0.80691,0.52144,0.9444,0.30748,0.61798,91.424,52553,445.36,472,0.2516,0.81955,0.24086,0.87834,274.94,498.11,746.42,152.92,338.67,626.62,17.829,308.78,509.42,785.36,131.62,413.54,574.7,14.951,273.08,497.42,751.01,155.01,357.87,609.88,39.421,614210,48,95,118,178480,29251,3076,20,49,76,4.0296,13.626,3.6056,13.038,3642.6,98,157550,384.88,66.5,72492,40874,33630,22131,13714,9273,6854,4405,3153,1802,1140,663,394,189,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37490,32157,20991,18308,22085,14658,15913,14766,12731,12263,10307,11434,11047,9301,8749,8132,8528,7780,7043,6403,6599,5268,4720,4500,4341,3949,3214,2918,2938,2465,2378,1941,1754,1617,1237,1220,1031,1001,792,650,682,560,529,405,321,279,239,242,205,204,172,143,123,68,54,30,22,11,1,0,11209,9979,6992,6149,6290,3842,3280,2305,1350,781,280,90,6,0,0,0,0,0,0,0,7160,14019,19545,25250,29790,33990,38317,42295,46517,50870,54888,59211,63734,67386,61126,0,0,0,0,0,0,0,0,0,0.6784,0.53278,0.71774,0.082585,0.096557,0.072689,0.90075,0.85509,0.91195,0.046834,0.0608,0.043508,0.60767,0.52464,0.69267,0.10145,0.10382,0.081919,5510,8709,19713,10755,7146,720,0,0,0,0,0,8887,48125,82273,112470,96213,941,0,0,0,0,0,17000,37378,53711,55947,48055,655,0,0,0,0,0,989,675,2504,3032,3410,2804,2459,2222,2363,4182,3577,3459,4991,7596,3995,1277,0,808,1539,671,77.913,104.36,130.34,155.6,175.77,195.36,235.92,304.19,351.64,372.48,73.39,110.77,146.47,181.63,213.72,247.77,282.09,334.02,364.26,372.48,139.42,191.04,225.73,252.21,275.9,296.09,313.47,329.1,344.88,372.48
