inst,bag,case,label,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,feat100,feat101,feat102,feat103,feat104,feat105,feat106,feat107,feat108,feat109,feat110,feat111,feat112,feat113,feat114,feat115,feat116,feat117,feat118,feat119,feat120,feat121,feat122,feat123,feat124,feat125,feat126,feat127,feat128,feat129,feat130,feat131,feat132,feat133,feat134,feat135,feat136,feat137,feat138,feat139,feat140,feat141,feat142,feat143,feat144,feat145,feat146,feat147,feat148,feat149,feat150,feat151,feat152,feat153,feat154,feat155,feat156,feat157,feat158,feat159,feat160,feat161,feat162,feat163,feat164,feat165,feat166,feat167,feat168,feat169,feat170,feat171,feat172,feat173,feat174,feat175,feat176,feat177,feat178,feat179,feat180,feat181,feat182,feat183,feat184,feat185,feat186,feat187,feat188,feat189,feat190,feat191,feat192,feat193,feat194,feat195,feat196,feat197,feat198,feat199,feat200,feat201,feat202,feat203,feat204,feat205,feat206,feat207,feat208,feat209,feat210,feat211,feat212,feat213,feat214,feat215,feat216,feat217,feat218,feat219,feat220,feat221,feat222,feat223,feat224,feat225,feat226,feat227,feat228,feat229,feat230,feat231,feat232,feat233,feat234,feat235,feat236,feat237,feat238,feat239,feat240,feat241,feat242,feat243,feat244,feat245,feat246,feat247,feat248,feat249,feat250,feat251,feat252,feat253,feat254,feat255,feat256,feat257,feat258,feat259,feat260,feat261,feat262,feat263,feat264,feat265,feat266,feat267,feat268,feat269,feat270,feat271,feat272,feat273,feat274,feat275,feat276,feat277,feat278,feat279,feat280,feat281,feat282,feat283,feat284,feat285,feat286,feat287,feat288,feat289,feat290,feat291,feat292,feat293,feat294,feat295,feat296,feat297,feat298,feat299,feat300,feat301,feat302,feat303,feat304,feat305,feat306,feat307,feat308,feat309,feat310,feat311,feat312,feat313,feat314,feat315
2_S_5_8.jpeg,20,20,CTR,0.76112,0.25724,0.091905,245630,2099.4,274,0.22018,0.79512,0.25526,0.89258,0.67095,0.46474,0.15271,258260,8608.6,351,0.092172,0.80809,0.57142,0.95472,0.23471,0.71418,80.601,59248,352.67,495,0.24467,0.86428,0.23211,0.88522,273.53,480.26,731.37,142.64,369.19,575.79,18.009,291.65,489.62,749.96,129.92,395.69,571.56,23.75,264.51,477.24,730.62,150.93,357.79,545.32,34.041,566360,30,117,168,219240,37767,2497,20,31,93,4.172,13.298,3.6056,12.728,7072.1,367,191150,406.1,63,84126,50385,42443,29391,19121,13150,9139,4991,3084,1783,1103,537,200,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36964,30981,19891,17280,20631,13038,13610,12216,9588,8575,6912,7043,6467,5088,4486,4011,3989,3528,2966,2439,2380,1692,1474,1418,1431,1288,1083,992,1007,851,814,662,598,477,304,282,238,237,170,113,96,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13967,12243,8168,6905,7126,3919,3311,1917,1009,465,142,66,10,0,0,0,0,0,0,0,6834,12598,17754,22814,27413,31793,36133,40316,44405,48480,52536,56666,60876,64936,42722,0,0,0,0,0,0,0,0,0,0.70043,0.56286,0.73797,0.085688,0.09376,0.076147,0.90919,0.87138,0.92208,0.046213,0.062894,0.045546,0.59558,0.49996,0.66634,0.1182,0.11926,0.098281,3843,15020,19594,18137,2250,404,0,0,0,0,0,7349,28826,50854,101610,48861,9880,0,0,0,0,0,20205,50366,86620,76207,24373,1962,0,0,0,0,0,2860,1353,2194,4148,4593,3119,6558,5531,2340,1851,2594,2749,2964,2880,1323,1402,3165,2436,2802,2386,81.755,120.9,154.08,186.6,217.97,243.11,269.83,295.07,332.16,366.85,82.126,134.05,166.39,195.68,225.85,250.85,275.85,305.05,342.85,366.85,122.89,184.05,222.89,258.73,285.25,305.23,323.57,337.05,348.62,366.85
2_S_5_9.jpeg,20,20,CTR,0.77443,0.30357,0.035224,96567,946.74,205.5,0.17631,0.81361,0.28714,0.91275,0.71028,0.26645,0.14559,217340,54334,129.5,0.083709,0.77519,0.61606,0.95926,0.17289,0.79297,79.67,30455,334.67,217,0.17544,0.85579,0.32669,0.91452,241.09,387.27,591.26,97.263,301.43,435.83,15.503,238.76,386.18,582.82,96.282,320.32,423.28,37.372,217.45,375.37,562.65,118.11,292.35,408.46,35.043,346740,4,102,91,157710,51851,9750,20,6,61,4.7178,13.854,4.4721,13.416,26284,368,155700,850.02,48,48357,33877,34278,27613,20284,15386,12487,8486,6174,4016,2915,1923,1250,706,569,409,316,160,78,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19866,15185,8996,7401,8407,5033,5015,4213,3135,2711,2121,2104,1757,1423,1202,1041,1053,1016,965,922,1002,807,726,600,470,348,286,257,195,148,126,74,39,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7171,6333,4336,3684,3653,2042,1535,932,438,200,70,46,14,1,0,0,0,0,0,0,3379,8116,12339,16499,20597,24707,28773,32845,36789,40824,44914,48941,27978,0,0,0,0,0,0,0,0,0,0,0,0.73169,0.60505,0.76352,0.07923,0.085446,0.069159,0.95546,0.93286,0.96095,0.065904,0.09084,0.061985,0.61932,0.54515,0.69885,0.095619,0.098899,0.088313,3693,10801,13325,2610,26,0,0,0,0,0,0,9041,17701,57299,14615,14,0,0,0,0,0,0,18663,65710,86444,46419,380,0,0,0,0,0,0,1719,1022,1989,754,1492,1131,1784,2318,1700,1319,1544,1449,1097,438,1034,2602,963,1830,1859,2411,84.888,118.24,150.03,173.38,197.53,214.73,231.92,252.17,275.42,314.73,94.508,131.64,163.91,197.14,226.73,247.55,264.82,281.73,300.08,314.73,99.371,156.12,180.14,199.27,216.44,237.73,265.96,285.9,298.73,314.73
30_S_4_0.jpeg,21,21,CASE,0.83597,0.15419,0.058378,417480,2710.9,315,0.16444,0.80681,0.34378,0.91912,0.67329,0.4542,0.084682,353150,10090,129,0.095024,0.77971,0.59782,0.95337,0.25729,0.6495,79.442,68902,331.26,378,0.20382,0.85668,0.26181,0.90084,415.06,636.98,1026.1,172.65,488.93,838.6,20.092,407.49,642.04,1068.3,133.83,549.27,898.3,22.249,372.24,622.33,1010.7,157.98,506.17,776.92,33.196,845150,35,154,208,240320,75102,40037,20,37,99,4.4321,14.218,4,13.91,6495.1,136,219920,758.61,36,84408,52670,48065,36907,26802,20322,16998,12636,11185,8510,6670,4971,4032,2687,2359,1812,1557,1360,1326,1171,1185,1103,967,923,856,656,579,505,443,408,369,329,288,220,111,57,10,0,0,0,37618,31235,19841,17344,21467,14048,15310,14190,11875,11102,9016,9673,9098,7675,7154,6750,7170,6672,6206,5825,6408,5436,5193,5278,5387,5282,4578,4417,4728,4283,4574,4145,4180,4322,3724,3957,3733,4009,3634,3331,3634,3409,3465,3159,2946,2928,2706,2687,2491,2554,2275,2101,2131,1919,2068,1817,1822,1594,1481,14117,16581,14125,9493,8107,8050,4659,3680,2211,1063,612,216,89,14,2,0,0,0,0,0,0,4243,10811,16008,20529,24921,29173,33487,37878,42205,46616,51072,56016,65093,78073,84574,89301,93863,61242,0,0,0,0,0,0,0.68465,0.53531,0.71892,0.078199,0.084967,0.068218,0.91391,0.8766,0.9239,0.043963,0.05653,0.041314,0.58473,0.50312,0.67304,0.10214,0.10493,0.087499,4279,11773,16775,14820,10562,3832,2753,2899,1209,0,0,8032,38126,52819,129900,127710,52288,6172,5678,448,0,0,19086,44313,87474,75206,70226,30040,15581,11172,1979,0,0,2232,3597,1886,1531,915,1714,1788,1589,4822,3691,10755,2811,5301,3873,3112,8813,2640,3077,2653,2102,109.45,160.84,195.47,238.02,288.53,344.06,370.82,406.02,426.02,442.02,113.36,172.25,221.09,270.67,317.78,351.94,381.75,404.94,426.47,442.02,166.04,228.62,268.19,298.66,325.54,348.21,369.47,391.54,414.38,442.02
30_S_4_1.jpeg,21,21,CASE,0.77832,0.23271,0.10179,280660,3341.2,195,0.16438,0.81031,0.33679,0.91841,0.60599,0.55088,0.33513,200950,5741.5,118,0.053159,0.82579,0.71635,0.97354,0.37163,0.54416,88.05,60271,427.45,10,0.18239,0.82672,0.32345,0.9096,292.62,482.25,736.8,126.74,337.72,624.83,14.191,305.89,487.07,756.36,109.09,407.28,552.08,13.826,317.75,494.99,764.33,105.18,393.92,571.58,32.203,548640,35,84,141,135450,49870,18052,20,37,44,4.4553,14.237,4,13.928,3660.7,133,110340,1133.4,11,48820,27612,26454,21723,16406,13309,11657,8485,7314,5555,4123,2756,1975,1298,1099,866,691,529,444,384,361,327,282,252,214,172,132,92,36,0,0,0,0,0,0,0,0,0,0,0,25139,19018,11577,9588,11176,7116,7573,6658,5717,5400,4433,4898,4767,4154,3909,3705,3931,3688,3511,3255,3552,3011,2946,3053,3126,3104,2705,2664,2934,2712,2910,2640,2646,2708,2384,2517,2311,2509,2297,2112,2326,2167,2262,2083,2012,2085,2003,2074,1972,2135,1987,1882,2000,1844,2081,1847,1909,1837,1855,42185,12579,11129,7846,6960,6985,4361,3820,2717,1615,1101,516,373,176,66,20,7,0,0,0,0,5272,10785,15423,20081,24843,29410,33855,38410,42957,47787,52371,56513,61031,65803,44038,0,0,0,0,0,0,0,0,0,0.70059,0.56675,0.73647,0.079958,0.089632,0.068812,0.93297,0.90237,0.94017,0.045021,0.057152,0.038712,0.62459,0.56854,0.72038,0.087967,0.091149,0.076889,3358,7203,13424,22338,13700,248,0,0,0,0,0,3836,52923,95682,93230,38441,488,0,0,0,0,0,24203,34086,47453,63723,32335,1965,0,0,0,0,0,4732,2319,2344,1608,1282,1891,1528,2931,5034,6140,6819,4986,1980,1784,4696,4685,1769,343,1642,1758,114.9,183.69,236.94,266.97,284.9,301.83,317.83,335.49,348.32,367.05,68.005,121.26,161.7,209.02,250.91,297.24,328.35,346.95,358.83,367.05,130.93,172.04,201.44,227.84,249.53,269.23,289.96,309.32,329.99,367.05
30_S_4_2.jpeg,21,21,CASE,0.82236,0.1958,0.05017,258110,1554.9,334,0.19862,0.79138,0.3,0.90246,0.69411,0.53526,0.24438,242030,14237,100,0.082262,0.74397,0.67942,0.96011,0.24652,0.68135,79.224,55918,338.9,380,0.2022,0.86041,0.29461,0.90162,289.64,483.46,725.75,135.62,388.63,522.91,19.99,257.25,472.01,692.14,166.6,328.92,530.04,22.324,263.98,473.97,700.44,155.54,349.02,541.06,29.281,559570,17,166,165,215710,27607,444,20,18,108,4.1189,12.856,3.6056,12.166,11984,98.5,161050,255.62,74.5,83729,50670,41459,28047,17194,10885,6377,2906,1528,734,218,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36423,30611,19309,16647,19643,12091,12192,10722,8292,7242,5837,6026,5749,4783,4404,4114,4143,3764,3460,3141,3441,2805,2653,2666,2618,2352,1965,1842,1937,1710,1781,1450,1357,1228,905,842,713,773,683,621,700,642,677,606,587,592,518,501,426,405,340,287,275,190,218,132,110,86,69,138,13306,11613,7701,6517,6735,3710,3077,1856,908,375,102,18,0,0,0,0,0,0,0,0,3654,8835,13686,18259,22476,26572,30675,34640,38688,42716,46760,50806,54884,58575,63103,45209,0,0,0,0,0,0,0,0,0.69942,0.56438,0.73421,0.087287,0.090857,0.072629,0.93049,0.90051,0.94026,0.044704,0.060322,0.042552,0.60927,0.53428,0.68848,0.10356,0.10756,0.08639,6038,9636,19084,15697,5463,0,0,0,0,0,0,11949,35414,62117,98454,52500,0,0,0,0,0,0,13410,49162,75867,64019,40758,0,0,0,0,0,0,1441,2330,885,1518,3889,3150,2994,6015,4379,4198,4361,5520,3335,1840,1991,3227,2134,1630,897,184,87.078,118.67,154.8,199.92,234.36,259,280.32,309.98,358.06,393.06,115.51,159.72,193.24,223.59,249.13,276.67,311.06,366.4,381.98,393.06,129.99,194.44,240.94,278.95,302.28,320.51,335.21,348.52,362.3,393.06
30_S_4_3.jpeg,21,21,CASE,0.8164,0.18003,0.0854,379360,4215.1,496,0.20509,0.80326,0.26095,0.89941,0.67217,0.45966,0.15799,176060,4514.3,226,0.13732,0.76713,0.40991,0.9318,0.32696,0.59913,86.092,55394,392.87,24,0.20869,0.86982,0.26665,0.89846,299.77,515.48,783.6,151.68,380.43,584.7,23.679,364.6,548.86,850.84,136.83,450.75,604.44,23.02,298.89,516.3,787.66,160.79,386.88,584.23,36.841,613670,39,90,141,151540,23131,2026,20,39,63,3.9857,13.405,3.6056,13,3885.7,226,107500,367.16,55,62694,35148,27374,18315,11697,7869,5466,3106,2175,1261,768,435,266,99,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30225,26996,18399,16796,21008,14053,15154,14112,11788,10945,9163,9803,9585,8188,7678,7343,7637,7258,6803,6297,6991,5970,5657,5799,5787,5596,4729,4497,4944,4369,4679,4048,4081,4036,3471,3717,3345,3535,3085,2782,3020,2713,2718,2358,2161,2066,1833,1746,1547,1496,1234,1050,916,716,718,516,517,473,439,1901,12593,11122,7553,6541,6812,3889,3234,1951,978,466,135,66,25,21,8,0,0,0,0,0,8320,17076,23582,27919,32254,36377,40477,44528,48654,52663,56686,60998,64921,69122,29866,0,0,0,0,0,0,0,0,0,0.66652,0.51161,0.7054,0.085551,0.091589,0.071792,0.8894,0.84177,0.90402,0.034027,0.045743,0.032127,0.57003,0.47687,0.65666,0.11093,0.11361,0.091892,4959,11948,15845,12483,2242,3183,4734,0,0,0,0,8269,43001,95184,104690,69050,41228,19062,0,0,0,0,18169,39263,45970,36930,15908,17142,4405,0,0,0,0,1918,1280,1708,3711,2100,2503,2650,999,1227,1487,2036,1831,1360,1209,2426,4522,5865,7776,6449,2337,70.655,112.73,135.04,156.73,178.1,217.61,276.24,339.9,351.73,361.73,62.468,101.51,129.68,155.71,182.11,206.71,232.63,263.78,334.73,361.73,114.81,179.95,219.16,247.61,270.81,289.49,306.13,322.42,339.13,361.73
30_S_4_4.jpeg,21,21,CASE,0.81169,0.18306,0.079243,194360,3036.9,210.5,0.19466,0.80394,0.28064,0.90342,0.64904,0.61769,0.15271,126500,3953,153,0.070277,0.81634,0.65701,0.96508,0.36155,0.59056,79.905,28526,339.6,503,0.21714,0.84063,0.27637,0.89298,194.36,369.02,538.78,137.28,248.17,410.42,16.152,211.23,376.68,559.61,125.92,278.96,418,15.719,222.99,378.76,568.8,110.63,290.93,405.17,32.163,352650,32,64,84,108400,17784,1842,20,33,47,4.2231,13.346,4,12.728,3285,146,42308,378.38,81,41256,24015,21475,15021,9709,6031,4037,2446,1573,919,633,410,272,150,72,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19862,16509,10628,9430,11564,7548,8185,7609,6382,6014,4975,5469,5313,4560,4325,4134,4328,4069,3726,3424,3590,2880,2724,2661,2713,2503,2124,1993,2068,1773,1807,1622,1551,1507,1134,1071,929,915,811,700,716,614,600,543,496,501,461,447,417,433,392,372,372,349,375,322,317,287,286,2875,6873,5973,3974,3367,3366,1811,1567,907,473,171,30,13,1,0,0,0,0,0,0,0,3958,8774,13205,17371,21588,25554,29597,33733,37671,41734,45844,49742,23845,0,0,0,0,0,0,0,0,0,0,0,0.68948,0.55556,0.72866,0.085753,0.092414,0.076646,0.91537,0.8785,0.92634,0.041426,0.055195,0.038421,0.60551,0.53865,0.69951,0.10285,0.10259,0.089613,1841,11206,12972,2458,49,0,0,0,0,0,0,16010,40346,97814,41865,270,0,0,0,0,0,0,13546,42660,41983,29215,412,0,0,0,0,0,0,1470,1269,1059,913,716,1908,480,1174,726,924,47,1344,2215,803,2023,2995,1503,3016,3634,307,95.831,124.71,140.26,163.6,175.69,188.14,206.06,273.59,291.9,312.54,77.617,107.54,136.13,159.05,184.84,207,234.03,296.98,306.47,312.54,111.68,165.04,198.98,223.59,239.07,251.88,263.32,274.32,286.33,312.54
30_S_4_5.jpeg,21,21,CASE,0.81548,0.20527,0.047539,329950,5892,573,0.23356,0.82264,0.21381,0.88689,0.65264,0.43126,0.17976,110870,3576.4,193,0.1028,0.63338,0.6516,0.94873,0.27344,0.54344,72.306,28950,268.06,1,0.17626,0.89565,0.31813,0.91276,210.58,422.18,622.73,168.25,268.6,467.3,27.345,292.74,455.49,704.25,92.419,381.28,522.37,20.779,276.47,450.86,691.09,115.04,367.99,516.06,31.926,471360,31,56,108,100720,10115,357,20,31,34,3.6355,13.496,3,13,3249.1,193,87728,297.5,87.5,46143,25177,16596,9157,5172,3383,2327,1474,1027,503,188,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21888,20100,13768,12436,15455,10222,10947,10113,8505,7947,6774,7480,7379,6390,5976,5786,6026,5701,5376,4995,5528,4668,4539,4639,4767,4532,3920,3818,4059,3573,3755,3390,3403,3435,3039,3272,3022,3205,2829,2546,2683,2442,2459,2219,2122,2181,2087,2082,1933,2024,1837,1721,1714,1553,1703,1460,1521,1454,1464,24417,7646,6329,4001,3182,3158,1755,1412,882,401,155,28,1,0,0,0,0,0,0,0,0,3895,9421,13822,18073,22302,26545,30791,35092,39519,43794,48026,52098,56158,60931,10863,0,0,0,0,0,0,0,0,0,0.656,0.49479,0.69593,0.097941,0.1049,0.081932,0.88157,0.83327,0.89831,0.031158,0.041661,0.02976,0.54172,0.43737,0.63325,0.11332,0.11837,0.098749,2797,9894,8507,6753,999,0,0,0,0,0,0,15895,47620,103060,148080,15617,0,0,0,0,0,0,12705,36698,45498,14625,2608,0,0,0,0,0,0,406,2017,3411,1436,1502,1874,1157,2160,1752,3464,2233,1774,1099,701,525,819,682,698,1240,0,83.549,121.69,140.1,163.09,182.24,214.38,244.21,343.61,351.95,355.95,78.538,109.34,136.33,160.15,182.07,204.36,222.95,244.94,293.44,355.95,131.42,188.95,225.77,253.24,273.71,291.57,307.3,322.12,336.33,355.95
30_S_4_0.jpeg,21,21,CASE,0.78198,0.20043,0.11778,271400,2319.6,125,0.15866,0.79468,0.36468,0.92116,0.68823,0.42014,0.16555,243450,30431,135,0.039445,0.82901,0.79515,0.98036,0.32769,0.62186,81.374,49490,356.04,10,0.19224,0.86127,0.31296,0.90531,309.44,500.84,798.41,112.84,360.47,710.68,16.506,293.08,494.14,777.13,121.52,394.8,593.03,19.08,293.01,496.83,782.6,127.28,384.3,643.58,33.964,569780,8,117,139,160460,66372,19687,20,12,44,4.7396,14.081,4.4721,13.601,13372,305.5,150660,1508.5,93.5,50624,32836,33491,28725,22670,18509,15652,11410,8937,6300,4942,3641,2967,1928,1581,1022,663,393,200,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22246,15734,8762,6860,7662,4650,5088,4641,4128,3918,3370,3835,3698,3316,3165,3077,3243,3076,2990,2835,3218,2728,2672,2798,2839,2809,2386,2358,2648,2383,2636,2344,2422,2470,2149,2384,2151,2423,2184,2031,2340,2160,2342,2123,2108,2186,2051,2193,2009,2217,2015,1851,1955,1729,1945,1657,1686,1631,1593,71804,11623,10201,6819,5746,5924,3298,2739,1651,822,434,145,81,6,1,0,0,0,0,0,0,4647,16123,23974,28994,33418,37625,41844,46080,50179,54295,58659,62865,67055,43988,0,0,0,0,0,0,0,0,0,0,0.69834,0.56085,0.73342,0.075454,0.084222,0.064936,0.93399,0.9047,0.94111,0.037036,0.049034,0.033224,0.62242,0.56122,0.71276,0.10324,0.10658,0.086394,4140,11834,9480,11874,11377,785,0,0,0,0,0,9806,38501,97449,90599,38807,760,0,0,0,0,0,17451,43877,50139,78749,49085,5063,0,0,0,0,0,903,2286,2042,2268,1460,2511,2029,3477,2263,1849,4513,2648,4041,6182,3316,2001,1829,985,1761,1126,75.558,105.5,150.34,188.4,235.45,269.76,299.9,310.01,318.57,341.66,85.982,127.77,163.98,197.85,229.78,265.29,301.51,321.44,332.66,341.66,94.412,138.26,173.4,202.2,226.1,247.32,266,282.81,299.57,341.66
30_S_4_1.jpeg,21,21,CASE,0.72819,0.36698,0.031528,72236,4013.1,179,0.19027,0.8235,0.28077,0.90632,0.6502,0.53168,0.088525,50490,2195.2,161,0.1271,0.78164,0.44113,0.93723,0.45594,0.41796,88.688,6315,394.69,116,0.2567,0.86627,0.19938,0.87749,113.22,224.2,329.79,86.37,149.34,264.47,16.993,139.42,233.97,356.57,66.799,186.81,271.46,12.598,145.01,237.87,365.65,63.365,191.83,264.6,53.07,131120,23,18,16,41852,8938,325,20,24,22,4.0921,13.432,3.6056,13,1743.8,160,25121,406.27,20,17513,8603,7430,5630,4083,2896,2255,1287,816,397,143,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11266,9458,6321,5448,6537,4344,4548,3980,3190,2862,2175,2155,1886,1442,1282,1117,1118,961,768,621,566,360,233,134,81,55,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,1225,875,738,727,445,392,259,136,70,29,8,0,0,0,0,0,0,0,0,4119,9434,14026,18297,22304,26560,30596,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70658,0.57176,0.73969,0.089385,0.095117,0.076027,0.8705,0.79997,0.88531,0.06684,0.090606,0.062307,0.60153,0.57362,0.71614,0.12683,0.12536,0.097883,2661,2489,1165,0,0,0,0,0,0,0,0,12747,55929,4262,0,0,0,0,0,0,0,0,15989,30694,5182,0,0,0,0,0,0,0,0,0,14,166,393,401,365,445,366,519,0,0,881,229,450,185,298,395,351,754,103,20.049,70.092,79.496,86.142,94.627,118.99,153.6,165.48,173.6,180.6,40.888,61.75,82.056,104.08,125.57,149.98,162.5,170.29,176.22,180.6,62.063,85.849,101.47,114.07,124.81,134.17,142.77,151.6,161.96,180.6
30_S_4_10.jpeg,21,21,CASE,0.76642,0.29434,0.046748,60944,834.85,285,0.28916,0.73235,0.23212,0.86034,0.62446,0.60287,0.071063,73285,4071.4,145,0.17516,0.7205,0.43938,0.91483,0.39668,0.47983,69.447,8880,233.68,37,0.26249,0.82214,0.22015,0.87427,193.81,279.77,428.72,77.929,205.05,313.88,15.14,198.56,274.76,434.72,55.993,223.71,335.41,17.388,199.02,278.7,432.82,63.558,230.05,304.69,34.856,145840,18,73,38,66126,8018,419,20,18,25,3.7806,13.181,3,12.649,3673.7,145,61661,320.72,57,30016,14701,11230,7201,4440,2808,1902,1031,608,318,185,85,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17241,13228,7505,5816,5995,3375,2994,2261,1521,1086,691,534,323,145,87,60,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2103,1325,1064,913,463,292,159,50,10,0,0,0,0,0,0,0,0,0,0,4453,9891,14512,19048,23374,27898,32839,13768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70938,0.57063,0.73944,0.092059,0.09759,0.080668,0.92027,0.8774,0.92865,0.069247,0.088163,0.066112,0.59572,0.53665,0.68698,0.10576,0.10701,0.09534,1379,3241,3349,911,0,0,0,0,0,0,0,12763,20085,23159,6905,0,0,0,0,0,0,0,14222,27159,24626,8046,0,0,0,0,0,0,0,387,838,842,271,93,68,318,184,15,0,0,0,123,901,895,1505,551,750,302,837,94.525,104.51,114.55,131.96,150.2,160.95,167.96,173.63,179.97,185.97,45.37,66.687,83.721,98.945,114.79,133.15,148.64,163.71,176.8,185.97,62.63,91.709,112.75,126.09,135.98,146.51,156.55,165.43,175.57,185.97
30_S_4_2.jpeg,21,21,CASE,0.80378,0.21663,0.057983,48597,368.16,154,0.16472,0.80783,0.31222,0.91856,0.68285,0.46807,0.022985,252190,126090,126090,0.13283,0.68282,0.53098,0.93481,0.29844,0.61419,64.393,11751,209.84,4,0.22242,0.86224,0.26934,0.89384,239.55,378.76,578.81,90.143,303.49,431.38,14.82,284.97,401.07,619.88,72.741,343.25,467.52,20.577,274.68,395.94,606.89,77.965,318.47,449.45,40.366,316490,2,132,56,123390,64814,66762,20,10,34,4.9114,14.438,5,14.142,12339,747,115470,1906.3,26.5,36077,24742,26277,23841,19339,16073,14468,11535,10547,8651,7773,6418,6186,4788,4581,4058,3300,2554,2181,1807,1746,1653,1529,1472,1459,1292,1157,1012,870,783,729,611,582,567,515,496,468,433,396,2001,18335,12591,6342,4374,4050,1903,1443,911,528,406,287,254,194,114,86,73,71,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368,2801,1769,1363,1174,568,350,201,98,46,10,3,0,0,0,0,0,0,0,0,6746,12565,17477,21968,26168,30387,34768,38923,43258,47347,36742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7317,0.60898,0.76137,0.078464,0.080922,0.064351,0.95549,0.92029,0.9591,0.079196,0.097974,0.070743,0.62542,0.59737,0.73054,0.11873,0.11729,0.099258,1000,2411,3465,3993,882,0,0,0,0,0,0,3895,10064,17925,19082,1064,0,0,0,0,0,0,26502,81737,93708,48851,1911,0,0,0,0,0,0,51,256,54,238,543,1150,916,1997,742,1522,2037,961,0,220,74,174,357,23,74,362,76.428,106.64,142.82,178.48,195.75,221.52,234.5,254.66,262.54,269.28,71.447,105.35,131.33,153.12,173.59,193.43,212.22,231.07,251.07,269.28,59.667,118.09,183.13,204.49,223.01,233.88,242.12,251.25,261.73,269.28
